iter	Logloss
0	0.3022899673
1	0.2032114545
2	0.1708298986
3	0.1529367604
4	0.1275904577
5	0.1205976598
6	0.1139711806
7	0.1098063749
8	0.1065862409
9	0.106547708
10	0.1003578545
11	0.09787488152
12	0.09531458238
13	0.09375199262
14	0.09371616139
15	0.09369043687
16	0.09366576251
17	0.09364150103
18	0.09361882827
19	0.09359571569
20	0.0935714991
21	0.09354870964
22	0.09352725758
23	0.09350577859
24	0.09348437141
25	0.09346327838
26	0.09344273287
27	0.09342365938
28	0.09340445126
29	0.09338627535
30	0.09336837769
31	0.09335057876
32	0.09333339916
33	0.09331663244
34	0.09330088896
35	0.09328568402
36	0.09327036241
37	0.09325543572
38	0.09324117324
39	0.09322795195
40	0.09182059793
41	0.09175671746
42	0.090904918
43	0.09032284007
44	0.08863329719
45	0.08862154792
46	0.08858646168
47	0.08857579848
48	0.0885664996
49	0.08807410745
50	0.08806470086
51	0.08805362477
52	0.08796296064
53	0.08795363482
54	0.08794641831
55	0.087915434
56	0.08747114294
57	0.08746154785
58	0.08745454676
59	0.08744682761
60	0.08744084975
61	0.08743498858
62	0.0873999921
63	0.08687661564
64	0.08683754416
65	0.08673160329
66	0.08654253791
67	0.08645872228
68	0.08589585248
69	0.08541538014
70	0.08471501967
71	0.08414073271
72	0.08411277322
73	0.08407827938
74	0.08300588271
75	0.08297909007
76	0.08262709674
77	0.0825124763
78	0.08248712876
79	0.08246339686
80	0.08245998607
81	0.08243630802
82	0.08240483901
83	0.08240164364
84	0.08239874447
85	0.08231330423
86	0.08228444717
87	0.08218449312
88	0.08218177347
89	0.08217938591
90	0.08215516034
91	0.08213159898
92	0.08210935705
93	0.08208468269
94	0.08205600514
95	0.08174047134
96	0.08172009636
97	0.08126520493
98	0.08123562084
99	0.08121021944
100	0.0811875736
101	0.08115279254
102	0.0811316277
103	0.08056260053
104	0.08040564144
105	0.08036972943
106	0.08034921085
107	0.08032942828
108	0.08031018425
109	0.08003783282
110	0.07989975873
111	0.07989831363
112	0.07989641975
113	0.07989489387
114	0.07989317053
115	0.07989037906
116	0.07958055384
117	0.07950625251
118	0.07948844461
119	0.07946742338
120	0.07944719202
121	0.07942775053
122	0.07940778844
123	0.07905082254
124	0.0788290136
125	0.07827916762
126	0.0779157661
127	0.07777200138
128	0.07748557596
129	0.07746513815
130	0.07744652243
131	0.07743182014
132	0.07741353652
133	0.07730453491
134	0.07715981876
135	0.07714478437
136	0.07712022669
137	0.07707284366
138	0.07663563448
139	0.07644566255
140	0.07633027918
141	0.07621738209
142	0.07583883847
143	0.07573911779
144	0.07571414723
145	0.07569069357
146	0.07559347714
147	0.07556497013
148	0.07554817648
149	0.07552569221
150	0.07550434786
151	0.07550196031
152	0.07547358793
153	0.07545776367
154	0.07544210995
155	0.07542738971
156	0.07540690703
157	0.07538698982
158	0.07536746754
159	0.07534864538
160	0.07533449061
161	0.07533275829
162	0.0748614861
163	0.07485983905
164	0.07471454396
165	0.07437043583
166	0.07435742547
167	0.07435532514
168	0.07410496431
169	0.07307145511
170	0.07252387552
171	0.07212801765
172	0.07162236831
173	0.07149198644
174	0.0713727031
175	0.07125110402
176	0.07123723647
177	0.07119539149
178	0.07099064995
179	0.07061132094
180	0.06999362721
181	0.06978920432
182	0.0696925713
183	0.06963135663
184	0.06926063089
185	0.06922215181
186	0.06920865227
187	0.06889415965
188	0.06885679357
189	0.0685288059
190	0.06827226527
191	0.06796956679
192	0.06728486903
193	0.06717756832
194	0.0670790145
195	0.06699249268
196	0.06692381017
197	0.06676855199
198	0.06670136396
199	0.0663186466
200	0.06631832347
201	0.06630645303
202	0.0662327845
203	0.06611709146
204	0.06611592012
205	0.06605499268
206	0.06572557337
207	0.0654927781
208	0.06547709746
209	0.06536186667
210	0.06530329087
211	0.06516820571
212	0.06475659539
213	0.06474618351
214	0.06437143214
215	0.06429127413
216	0.06416989046
217	0.06412187913
218	0.06412187464
219	0.06379438064
220	0.06378243839
221	0.06377219256
222	0.06376248977
223	0.0637612197
224	0.06371558694
225	0.06367808622
226	0.06362760656
227	0.06359390259
228	0.06347040064
229	0.06345935148
230	0.06339818618
231	0.06318579281
232	0.06308788973
233	0.06300640331
234	0.06291798311
235	0.06281389124
236	0.06276350134
237	0.06272830739
238	0.06271918802
239	0.06269056432
240	0.06264043023
241	0.06243783839
242	0.06233165068
243	0.06224757026
244	0.06217111924
245	0.06197536693
246	0.06194054996
247	0.06189563527
248	0.06189389397
249	0.06189392987
250	0.06188567666
251	0.06187756707
252	0.06187010821
253	0.06183589262
254	0.0617586652
255	0.06173272077
256	0.06168089474
257	0.06165329428
258	0.06158330581
259	0.06142180499
260	0.06140511008
261	0.06139684341
262	0.06123470531
263	0.061162989
264	0.06115508136
265	0.06112706353
266	0.06111971687
267	0.06106879739
268	0.06105338602
269	0.06103378745
270	0.06103240967
271	0.0610115141
272	0.06101117302
273	0.06098665125
