mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
7.600882434844971,1.974765067761257,1.1541791439056397,0.5155295151893733,True,1,auto,1,6,2000,"OrderedDict([('bootstrap', True), ('max_depth', 1), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 6), ('n_estimators', 2000)])",0.8929136253041363,0.9345194647201946,0.8989584187648649,0.9021877306651357,0.8783160674385537,0.901379061378577,0.018484399301743275,59
9.630447340011596,0.5223934360681665,1.116985034942627,0.14348360034757962,False,200,auto,1,10,2000,"OrderedDict([('bootstrap', False), ('max_depth', 200), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 2000)])",0.9238848337388483,0.9668694241686944,0.9420979250389567,0.9316821126876076,0.920190940483445,0.9369450472235105,0.016739105317728487,29
1.854970598220825,0.2649607537757616,0.23959708213806152,0.050908128105692924,True,20,auto,5,3,395,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'auto'), ('min_samples_leaf', 5), ('min_samples_split', 3), ('n_estimators', 395)])",0.9228710462287104,0.9652676399026764,0.9374641187566636,0.935331747724104,0.9080235628681699,0.9337916230960648,0.01892009920312957,57
10.323036909103394,1.1709797078188198,1.4655763149261474,0.6045292115227348,False,94,auto,1,5,1836,"OrderedDict([('bootstrap', False), ('max_depth', 94), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 1836)])",0.9243917274939173,0.9683698296836982,0.9428873123923562,0.9332916427458376,0.9183120048750761,0.9374505034381769,0.01754806830253231,19
7.056088972091675,0.7385269299623516,0.7667886257171631,0.19554149278505692,False,64,sqrt,2,9,1321,"OrderedDict([('bootstrap', False), ('max_depth', 64), ('max_features', 'sqrt'), ('min_samples_leaf', 2), ('min_samples_split', 9), ('n_estimators', 1321)])",0.9255677210056773,0.9666058394160584,0.9428975641761667,0.933219880259165,0.9172049563274426,0.9370991922369021,0.01701803665232667,24
6.0489026546478275,0.25402547536659664,0.9987841129302979,0.35248423614949587,True,53,auto,5,5,1319,"OrderedDict([('bootstrap', True), ('max_depth', 53), ('max_features', 'auto'), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 1319)])",0.9242497972424979,0.9670721816707217,0.9406011646026409,0.9326047732305421,0.9138127158236848,0.9356681265140174,0.018044228430190407,52
8.418266010284423,0.5511621914844437,1.2905809879302979,0.2833739969309285,True,72,auto,5,7,1749,"OrderedDict([('bootstrap', True), ('max_depth', 72), ('max_features', 'auto'), ('min_samples_leaf', 5), ('min_samples_split', 7), ('n_estimators', 1749)])",0.9248783454987836,0.966970802919708,0.9400680718445008,0.9333223980972689,0.9135080235628682,0.9357495283846259,0.017956480260425792,51
8.987860059738159,0.5233607214413134,0.8863862514495849,0.10327077450248742,False,125,sqrt,5,8,1865,"OrderedDict([('bootstrap', False), ('max_depth', 125), ('max_features', 'sqrt'), ('min_samples_leaf', 5), ('min_samples_split', 8), ('n_estimators', 1865)])",0.9271695052716951,0.9674574209245743,0.9420159107684737,0.9296932666283934,0.916737761527524,0.9366147730241321,0.0173934305884824,36
6.470698642730713,0.47846450197003493,0.8761860847473144,0.37538969286111856,True,172,sqrt,1,7,1437,"OrderedDict([('bootstrap', True), ('max_depth', 172), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 7), ('n_estimators', 1437)])",0.9245742092457421,0.9680251419302514,0.9442713032067579,0.9352702370212417,0.9168393256144628,0.9377960434036912,0.017754481147727114,16
9.386451387405396,0.8983288423884087,1.397578477859497,0.4097890457168271,False,180,sqrt,5,8,1937,"OrderedDict([('bootstrap', False), ('max_depth', 180), ('max_features', 'sqrt'), ('min_samples_leaf', 5), ('min_samples_split', 8), ('n_estimators', 1937)])",0.9269059205190592,0.9674168694241686,0.9423029607151644,0.9296932666283935,0.9164940077188707,0.9365626050011313,0.01748213533040719,37
11.626469039916993,0.9670795672368552,1.4621782302856445,0.3302937984886854,True,186,sqrt,1,7,2000,"OrderedDict([('bootstrap', True), ('max_depth', 186), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 7), ('n_estimators', 2000)])",0.9243511759935119,0.9683090024330899,0.9448864102353809,0.9352702370212416,0.9151939874060532,0.9376021626178556,0.018325518353494937,17
0.9531854629516602,0.1491455309020414,0.15519771575927735,0.03907483270024222,True,99,sqrt,5,8,200,"OrderedDict([('bootstrap', True), ('max_depth', 99), ('max_features', 'sqrt'), ('min_samples_leaf', 5), ('min_samples_split', 8), ('n_estimators', 200)])",0.9259732360097325,0.9656123276561234,0.9364799475108669,0.9368695152956615,0.9092017062766605,0.9348273465498089,0.01838306458512216,56
0.8991851329803466,0.07297069256026385,0.13519792556762694,0.0322813073765401,False,167,sqrt,5,4,200,"OrderedDict([('bootstrap', False), ('max_depth', 167), ('max_features', 'sqrt'), ('min_samples_leaf', 5), ('min_samples_split', 4), ('n_estimators', 200)])",0.9281934306569343,0.9672141119221411,0.9422209464446812,0.9314360698761583,0.9164533820840951,0.937103588196802,0.01715093978911196,23
1.745771884918213,0.2377351220515387,0.4085966110229492,0.25825545356517293,False,144,auto,5,3,358,"OrderedDict([('bootstrap', False), ('max_depth', 144), ('max_features', 'auto'), ('min_samples_leaf', 5), ('min_samples_split', 3), ('n_estimators', 358)])",0.9291768045417681,0.9670721816707217,0.9424669892561306,0.9321947018781269,0.9187487304489133,0.9379318815591322,0.016415140469740064,14
7.878683853149414,0.4663099845226067,0.7417877674102783,0.10873335880465873,False,142,sqrt,2,6,1439,"OrderedDict([('bootstrap', False), ('max_depth', 142), ('max_features', 'sqrt'), ('min_samples_leaf', 2), ('min_samples_split', 6), ('n_estimators', 1439)])",0.9233171127331711,0.9686942416869425,0.9445993602886902,0.9317128680390389,0.9167072923014421,0.937006175009857,0.018380664821068846,26
5.737109279632568,0.7375921377463677,0.6977885246276856,0.14627219828129762,False,48,sqrt,4,5,1139,"OrderedDict([('bootstrap', False), ('max_depth', 48), ('max_features', 'sqrt'), ('min_samples_leaf', 4), ('min_samples_split', 5), ('n_estimators', 1139)])",0.9260340632603408,0.9674574209245741,0.9423234642827852,0.9277044205691789,0.9180377818403411,0.9363114301754439,0.017434726280602962,40
1.3589795589447022,0.4915617777987454,0.35279417037963867,0.2566861781449285,False,77,sqrt,2,9,200,"OrderedDict([('bootstrap', False), ('max_depth', 77), ('max_features', 'sqrt'), ('min_samples_leaf', 2), ('min_samples_split', 9), ('n_estimators', 200)])",0.9245640713706408,0.9672242497972426,0.9438407282867218,0.9307389485770523,0.9147775746496039,0.9362291145362522,0.01813846074812872,42
8.581865406036377,0.2991106190075577,1.0901811599731446,0.10688278566675209,True,162,auto,2,3,1778,"OrderedDict([('bootstrap', True), ('max_depth', 162), ('max_features', 'auto'), ('min_samples_leaf', 2), ('min_samples_split', 3), ('n_estimators', 1778)])",0.9244120032441201,0.9662611516626115,0.9412162716312638,0.9354752726974495,0.9133048953889904,0.936133918924887,0.01784646687245115,46
3.393546295166016,0.37929123753988164,0.5381918907165527,0.1222768839890012,False,87,auto,5,5,655,"OrderedDict([('bootstrap', False), ('max_depth', 87), ('max_features', 'auto'), ('min_samples_leaf', 5), ('min_samples_split', 5), ('n_estimators', 655)])",0.9266423357664232,0.9672141119221411,0.9429385713114081,0.9318666447961945,0.9168799512492384,0.9371083230090811,0.01724267627052045,22
4.549353361129761,0.3215683388062837,0.5775645256042481,0.3163385215390243,True,200,sqrt,5,7,817,"OrderedDict([('bootstrap', True), ('max_depth', 200), ('max_features', 'sqrt'), ('min_samples_leaf', 5), ('min_samples_split', 7), ('n_estimators', 817)])",0.925932684509327,0.9667477696674776,0.9392479291396703,0.9331583695563028,0.9139549055453992,0.9358083316836353,0.01761364581103325,49
1.3997774124145508,0.2659928373838002,0.1907973289489746,0.05393163616174965,False,175,auto,1,2,272,"OrderedDict([('bootstrap', False), ('max_depth', 175), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 272)])",0.9223134630981347,0.9685320356853203,0.9417801197408349,0.9389403756253587,0.9296465569774527,0.9402425102254203,0.015735831750564994,7
9.792644739151001,1.1645450068692158,1.0665834426879883,0.1896716313686042,True,147,auto,1,3,1873,"OrderedDict([('bootstrap', True), ('max_depth', 147), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 3), ('n_estimators', 1873)])",0.9213605028386049,0.9671735604217356,0.9432051176904782,0.9338759944230295,0.9099837497460898,0.9351197850239876,0.019572952012329888,54
1.3473787307739258,0.06946035042147228,0.20779504776000976,0.12170344198261493,True,130,auto,1,4,262,"OrderedDict([('bootstrap', True), ('max_depth', 130), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 4), ('n_estimators', 262)])",0.9268349553933496,0.967639902676399,0.9434614122857377,0.9373308455671288,0.9151939874060532,0.9380922206657336,0.017626846176920327,12
0.9881832122802734,0.20538520337945662,0.17219781875610352,0.052373292503855404,False,187,auto,1,4,200,"OrderedDict([('bootstrap', False), ('max_depth', 187), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 4), ('n_estimators', 200)])",0.918653690186537,0.9662307380373074,0.9458398261297466,0.9370540474042484,0.9172354255535243,0.9370027454622727,0.018219807586611778,27
1.5343817234039308,0.12468869458480544,0.18599190711975097,0.05698530545648544,True,42,auto,1,7,292,"OrderedDict([('bootstrap', True), ('max_depth', 42), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 7), ('n_estimators', 292)])",0.9297648012976479,0.9703771289537714,0.9466087099155253,0.9442507996391372,0.9178549664838515,0.9417712812579866,0.017686090145802174,1
9.184650897979736,1.5499417090911973,1.4219795227050782,0.4668247811507868,False,114,sqrt,5,10,1893,"OrderedDict([('bootstrap', False), ('max_depth', 114), ('max_features', 'sqrt'), ('min_samples_leaf', 5), ('min_samples_split', 10), ('n_estimators', 1893)])",0.927088402270884,0.9673763179237631,0.9420979250389567,0.9296112523579103,0.9164736949014828,0.9365295184985994,0.017445717688603535,38
1.6893720149993896,0.2599129551025714,0.3605945587158203,0.13550389805159865,True,61,auto,1,2,371,"OrderedDict([('bootstrap', True), ('max_depth', 61), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 371)])",0.9265510948905109,0.9694951338199513,0.9344705978840319,0.9358545886984335,0.9172455819622182,0.9367233994510291,0.017678674581374353,32
10.226439285278321,1.6644672117370856,1.0963875770568847,0.125756878772455,True,24,auto,1,9,2000,"OrderedDict([('bootstrap', True), ('max_depth', 24), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 9), ('n_estimators', 2000)])",0.9240267639902675,0.9664233576642335,0.94084720741409,0.9350241942097924,0.9144830387974813,0.9361609124151731,0.017642204194090676,44
1.0505831241607666,0.13728144188016472,0.26659574508666994,0.13266754391150337,True,31,auto,1,2,200,"OrderedDict([('bootstrap', True), ('max_depth', 31), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 200)])",0.9257603406326035,0.9695965125709651,0.9352804888050521,0.9409394734683835,0.9196018687791997,0.9382357368512407,0.01733435021332184,9
9.469038009643555,0.5002463672570319,1.3203671455383301,0.16927659876574702,True,43,auto,1,5,2000,"OrderedDict([('bootstrap', True), ('max_depth', 43), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 2000)])",0.9243511759935116,0.9675182481751826,0.9430000820142705,0.934634626424998,0.914503351614869,0.9368014968445664,0.018104443475606087,30
7.090862178802491,0.7383984296828775,1.0639842987060546,0.0965422107145104,True,43,auto,5,3,1398,"OrderedDict([('bootstrap', True), ('max_depth', 43), ('max_features', 'auto'), ('min_samples_leaf', 5), ('min_samples_split', 3), ('n_estimators', 1398)])",0.9245742092457422,0.9670113544201137,0.9405601574673994,0.9328098089067498,0.9140361568149503,0.935798337370991,0.01791888512741056,50
4.879922151565552,0.8648850118992352,0.5433906078338623,0.22397032989725169,True,90,sqrt,1,6,922,"OrderedDict([('bootstrap', True), ('max_depth', 90), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 6), ('n_estimators', 922)])",0.923580697485807,0.9685117599351175,0.9420159107684736,0.9390941523825146,0.9203534430225473,0.938711192718892,0.017117712965300128,8
9.1396559715271,1.197312642735578,1.155181312561035,0.23933441419340537,False,193,auto,5,7,1821,"OrderedDict([('bootstrap', False), ('max_depth', 193), ('max_features', 'auto'), ('min_samples_leaf', 5), ('min_samples_split', 7), ('n_estimators', 1821)])",0.9271695052716951,0.9675182481751825,0.9423029607151644,0.9299188058722219,0.916554946171034,0.9366928932410594,0.017457350624705357,33
9.848244094848633,1.3231794209739094,1.0943830490112305,0.1047824634278662,True,171,auto,5,8,1991,"OrderedDict([('bootstrap', True), ('max_depth', 171), ('max_features', 'auto'), ('min_samples_leaf', 5), ('min_samples_split', 8), ('n_estimators', 1991)])",0.925,0.9667477696674777,0.9407241860083654,0.9337119658820635,0.9135486491976438,0.9359465141511102,0.01787751225568613,47
11.107824325561523,1.1718946703638837,1.3187780857086182,0.3888118561508888,False,188,auto,5,2,2000,"OrderedDict([('bootstrap', False), ('max_depth', 188), ('max_features', 'auto'), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 2000)])",0.9266220600162205,0.9674371451743715,0.9423029607151645,0.9295702452226687,0.916108064188503,0.9364080950633857,0.017619110748004964,39
0.8759851932525635,0.16252431317917873,0.14479656219482423,0.030385050639879688,True,38,sqrt,1,10,200,"OrderedDict([('bootstrap', True), ('max_depth', 38), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 200)])",0.9277068126520681,0.9659570154095702,0.936459443943246,0.9418518822275075,0.9129595774933984,0.9369869463451581,0.017473672177423606,28
1.0239827632904053,0.14919387460114303,0.12739901542663573,0.03339782999636765,True,178,auto,1,2,200,"OrderedDict([('bootstrap', True), ('max_depth', 178), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 200)])",0.9257603406326035,0.9695965125709651,0.9352804888050521,0.9409394734683835,0.9196018687791997,0.9382357368512407,0.01733435021332184,9
1.1299819469451904,0.03574388316662746,0.16179709434509276,0.06360238742058352,True,156,auto,2,5,219,"OrderedDict([('bootstrap', True), ('max_depth', 156), ('max_features', 'auto'), ('min_samples_leaf', 2), ('min_samples_split', 5), ('n_estimators', 219)])",0.9187550689375507,0.9655920519059206,0.9447428852620356,0.9434819158533584,0.9166463538492788,0.9378436551616289,0.018237667550679303,15
1.2479779243469238,0.23668620195862175,0.2619962692260742,0.05553178345343095,False,123,sqrt,1,3,228,"OrderedDict([('bootstrap', False), ('max_depth', 123), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 3), ('n_estimators', 228)])",0.9250912408759125,0.9692923763179238,0.947295579430821,0.9409804806036249,0.9245988218565915,0.9414516998169749,0.016499456699106223,6
1.2267789363861084,0.17756824391268947,0.32019567489624023,0.059463167275649834,False,122,sqrt,1,10,200,"OrderedDict([('bootstrap', False), ('max_depth', 122), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 200)])",0.9272100567721006,0.9682076236820762,0.9443430656934306,0.9306159271713277,0.9195307739183425,0.9379814894474554,0.017116033513417415,13
9.899449729919434,1.9598827113214554,1.1319780349731445,0.2272099069456967,False,106,sqrt,1,10,1976,"OrderedDict([('bootstrap', False), ('max_depth', 106), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 1976)])",0.9240875912408759,0.9669099756690999,0.9421799393094398,0.9316206019847453,0.9202925045703839,0.9370181225549089,0.01671074744073715,25
0.9673860549926758,0.14724567119334334,0.15479683876037598,0.04066864885703751,False,130,auto,1,2,200,"OrderedDict([('bootstrap', False), ('max_depth', 130), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 200)])",0.9233880778588808,0.967558799675588,0.9441175264496021,0.9379151972443205,0.9352732073938654,0.9416505617244513,0.014597702707517698,2
1.0755838871002197,0.19280369833405767,0.1871969223022461,0.102431985701743,False,132,auto,1,2,200,"OrderedDict([('bootstrap', False), ('max_depth', 132), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 200)])",0.9233880778588808,0.967558799675588,0.9441175264496021,0.9379151972443205,0.9352732073938654,0.9416505617244513,0.014597702707517698,2
1.4205754280090332,0.2531331652890896,0.3213953971862793,0.2065635347873133,False,51,auto,1,5,307,"OrderedDict([('bootstrap', False), ('max_depth', 51), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 307)])",0.92382400648824,0.9687145174371452,0.9445275978020174,0.9310875092266055,0.9228417631525493,0.9381990788213116,0.017113190337498516,11
1.1091801166534423,0.22399654914573455,0.31859550476074217,0.06826266591400926,False,106,sqrt,1,3,213,"OrderedDict([('bootstrap', False), ('max_depth', 106), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 3), ('n_estimators', 213)])",0.9259022708840228,0.9690186536901866,0.9483720167309111,0.9419133929303698,0.9227808247003859,0.9415974317871753,0.016723163703633033,5
1.0691832542419433,0.1675625907570323,0.3023956298828125,0.12372586976405121,False,131,sqrt,1,2,200,"OrderedDict([('bootstrap', False), ('max_depth', 131), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 200)])",0.9233880778588808,0.967558799675588,0.9441175264496021,0.9379151972443205,0.9352732073938654,0.9416505617244513,0.014597702707517698,2
9.420850229263305,1.7246809522793847,1.1797883987426758,0.3478855720675026,False,98,sqrt,5,2,1794,"OrderedDict([('bootstrap', False), ('max_depth', 98), ('max_features', 'sqrt'), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 1794)])",0.9272911597729117,0.9675182481751824,0.9422414500123021,0.9300623308455671,0.916717448710136,0.9367661275032197,0.017391592836006678,31
